1,11,114.68,3
1,14,306.82,3
1,18,337.46,3
1,23,355.71,3
1,28,237.21,3
32,11,142.36,0
33,23,128.27,0
34,28,67.351,0
35,18,200.57,1
36,11,88.207,1
37,11,122.15,1
38,14,95.454,1
39,30,105.86,0
40,23,77.029,1
41,28,144.55,1
42,18,174.02,0
43,18,32.311,1
44,29,117.46,0
45,2,143.72,0
46,2,67.17,0
47,11,206.01,0
48,26,182.41,0
49,26,83.824,0
50,14,104.59,0
51,17,101.28,1
52,30,106.41,1
53,22,132.78,1
54,4,124.1,1
55,4,98.947,0
56,31,97.062,0
57,18,201.76,1
58,15,126.91,1
59,29,170.19,1
60,29,87.5,1
61,2,150.37,0
62,5,177.24,1
63,3,257.52,0
64,3,82.712,1
65,3,144.28,0
66,26,112.42,1
67,26,158.87,0
68,7,146.89,0
69,21,139.56,1
70,17,100.85,0
71,22,75.185,1
72,8,154.26,1
73,24,149.06,0
74,4,111.29,0
75,31,131.35,0
76,31,131.98,0
77,20,157.85,1
78,15,107.55,0
79,15,100.04,1
80,16,125.44,1
81,16,89.704,0
82,10,24.176,1
83,10,168.77,1
84,5,73.025,0
85,5,141.43,1
86,3,208.06,1
87,3,132.29,0
88,3,271.05,1
89,27,77.219,1
90,27,112.41,1
91,7,66.959,1
92,21,105.05,1
93,21,119.19,0
94,6,35.726,1
95,6,146.31,1
96,13,64.349,1
97,8,71.802,0
98,24,137.62,0
99,24,63.054,0
100,12,92.377,0
101,12,99.46,0
102,19,53.997,0
103,20,111.26,0
104,20,81.879,0
105,9,79.597,0
106,25,49.873,0
107,30,87.737,0
108,8,49.919,1
109,9,69.429,0
110,9,35.274,1
111,28,192.17,0
112,17,10.572,1
113,25,49.873,1
114,17,92.329,1
115,30,47.982,0
116,17,64.907,1
117,11,36.133,1
118,8,74.861,0
119,10,93.885,1
120,28,58.71,1
121,18,92.767,0
122,29,119.77,0
123,3,205.74,0
124,27,113.2,0
125,2,154.96,0
126,31,108.33,0
127,6,27.2,0
128,28,78.631,0
129,8,98.033,1
130,12,50.947,1
131,28,139.1,1
132,7,115.74,0
133,15,32.302,1
134,11,41.16,0
135,11,167.48,0
136,13,75.909,0
137,4,177.1,1
138,6,58.019,0
139,6,45.697,1
140,15,134.25,0
141,11,223.1,0
142,18,57.83,0
143,16,129.37,1
144,26,67.35,0
145,20,108.73,0
146,17,65.01,1
147,17,21.132,1
148,23,71.281,0
149,11,81.847,1
150,3,156.05,0
151,6,71.187,1
152,27,162.97,1
153,12,57.92,0
154,29,43.11,1
155,3,73.323,1
156,2,74.912,0
157,22,79.908,1
158,8,73.115,0
159,27,185.34,0
160,26,139.62,1
161,23,80.946,1
162,8,61.475,0
163,13,71.291,0
164,3,317.35,0
165,3,172.55,1
166,3,179.92,1
167,27,182.96,1
168,21,70.835,1
169,3,149.7,1
170,29,156.03,0
171,11,162.34,0
172,6,93.645,0
173,3,94.447,1
174,13,73.616,1
175,3,193.16,0
176,5,175.71,1
177,28,95.858,0
178,3,193.22,1
179,11,49.946,0
180,17,103.68,0
181,22,108.4,1
182,29,21.134,1
183,3,59.971,0
184,18,159.72,0
185,16,108.25,1
186,16,118.38,0
187,8,112.44,1
188,5,217.03,1
189,26,166.09,0
190,23,119.55,1
191,10,77.495,1
192,3,156.16,0
193,31,118.16,0
194,6,87.383,0
195,9,123.62,0
196,13,76.84,1
197,9,96.487,0
198,12,51.253,0
199,6,129.86,1
200,22,14.341,1
201,16,115.21,0
202,19,22.121,1
203,3,171.05,1
204,19,72.043,1
205,6,121.96,1
206,16,113.13,1
207,3,207.54,0
208,17,99.934,0
209,14,113.17,0
210,10,111.39,1
211,7,179.97,0
212,5,134.38,0
213,16,128.13,0
214,23,76.812,1
215,22,116.53,1
216,4,40.209,1
217,3,23.298,0
218,6,127.94,1
219,15,56.014,0
220,26,59.453,0
221,5,54.993,1
222,13,92.745,0
223,26,110.01,1
224,23,56.183,0
225,15,125.68,1
226,28,38.684,0
227,3,128.55,0
228,20,100.52,1
229,31,4,0
230,30,91.638,0
231,10,76.755,0
232,19,107.24,0
233,22,124.39,1
234,29,92.855,1
235,28,92.76,1
236,13,106.49,0
237,7,5.9256,0
238,18,72.254,1
239,28,175.04,0
240,3,112.65,0
241,15,82.195,1
242,4,101.39,1
243,7,107.23,1
244,4,49.417,1
245,18,113.57,1
246,19,88.109,1
247,18,93.283,1
248,28,95.275,1
249,16,104.41,0
250,7,125.51,0
251,16,37.663,0
252,24,162.84,1
253,4,131.59,0
254,27,32.056,0
255,5,159.79,0
256,26,35.074,0
257,24,100.56,0
258,12,33.471,1
259,24,24.676,0
260,22,177.4,0
261,26,103.35,0
262,20,114.41,1
263,11,152.52,0
264,26,105.88,0
265,30,30.774,1
266,23,37.556,0
267,14,7.5447,0
268,14,87.565,1
269,7,54.891,1
270,27,105.71,1
271,14,150.99,0
272,2,45.149,0
273,5,66.304,1
274,31,110.7,0
275,14,94.765,0
276,3,210.3,1
277,22,104.31,0
278,7,23.897,0
279,21,87.276,0
280,24,75.792,1
281,8,145.79,1
282,29,93.697,0
283,8,171.79,0
284,17,31.029,1
285,19,80.796,1
286,5,11.058,1
287,28,136.66,1
288,10,41.108,1
289,8,30.738,0
290,4,60.611,1
291,21,135.81,0
292,24,124.46,1
293,27,113.15,0
294,14,120.51,0
295,31,79.382,1
296,15,110.32,0
297,14,11.81,1
298,11,128.65,0
299,10,65.427,0
300,21,127.23,0
301,28,138.86,0
302,3,189.93,1
303,29,149.52,0
304,13,146.83,1
305,5,103.63,0
306,20,66.101,0
307,14,163.49,0
308,12,91.108,0
309,18,5.6859,0
310,5,243.8,1
311,29,74.655,0
312,10,29.381,1
313,30,86.813,0
314,14,138.56,0
315,15,128.95,0
316,5,121.6,1
317,5,104.79,0
318,22,101.32,0
319,12,72.202,1
320,17,80.625,1
321,15,127.69,1
322,16,129.25,0
323,8,99.182,0
324,27,189.05,0
325,23,71.856,1
326,2,60.004,0
327,9,43.127,1
328,11,106.75,1
329,11,140.74,0
330,4,213.21,0
331,20,105.94,1
2,45,143.72,1
2,46,67.17,1
2,61,150.37,1
2,125,154.96,1
2,156,74.912,1
2,272,45.149,1
2,326,60.004,1
2,5,390.97,2
2,11,292.53,2
2,29,294.16,3
3,63,257.52,0
3,64,82.712,0
3,65,144.28,1
3,86,208.06,0
3,87,132.29,0
3,88,271.05,1
3,123,205.74,0
3,150,156.05,1
3,155,73.323,1
3,164,317.35,0
3,165,172.55,1
3,166,179.92,0
3,169,149.7,0
3,173,94.447,0
3,175,193.16,0
3,178,193.22,0
3,183,59.971,1
3,192,156.16,0
3,203,171.05,0
3,207,207.54,0
3,217,23.298,0
3,227,128.55,1
3,240,112.65,0
3,276,210.3,1
3,302,189.93,0
3,26,371.72,2
4,54,124.1,1
4,55,98.947,1
4,74,111.29,1
4,137,177.1,0
4,216,40.209,0
4,242,101.39,0
4,244,49.417,1
4,253,131.59,1
4,290,60.611,0
4,330,213.21,0
4,12,339.27,3
4,23,329.67,2
4,24,301.5,2
4,28,375.33,3
4,31,279.18,2
5,62,177.24,1
5,84,73.025,1
5,85,141.43,1
5,176,175.71,1
5,188,217.03,0
5,212,134.38,0
5,221,54.993,1
5,255,159.79,0
5,273,66.304,0
5,286,11.058,1
5,305,103.63,1
5,310,243.8,1
5,316,121.6,0
5,317,104.79,0
5,2,390.97,3
6,94,35.726,0
6,95,146.31,1
6,127,27.2,0
6,138,58.019,1
6,139,45.697,0
6,151,71.187,0
6,172,93.645,0
6,194,87.383,1
6,199,129.86,1
6,205,121.96,1
6,218,127.94,0
6,13,332.54,2
6,17,248.47,2
6,21,281.85,3
7,68,146.89,0
7,91,66.959,0
7,132,115.74,1
7,211,179.97,1
7,237,5.9256,0
7,243,107.23,1
7,250,125.51,0
7,269,54.891,1
7,278,23.897,0
7,21,254.31,3
7,26,358.48,3
8,72,154.26,1
8,97,71.802,0
8,108,49.919,1
8,118,74.861,1
8,129,98.033,1
8,158,73.115,0
8,162,61.475,1
8,187,112.44,0
8,281,145.79,0
8,283,171.79,1
8,289,30.738,0
8,323,99.182,1
8,13,278.06,3
8,22,338.05,2
8,24,284.87,2
9,105,79.597,0
9,109,69.429,0
9,110,35.274,0
9,195,123.62,1
9,197,96.487,1
9,327,43.127,0
9,15,270.67,3
9,20,333.96,2
9,25,181.36,2
10,82,24.176,0
10,83,168.77,0
10,119,93.885,1
10,191,77.495,0
10,210,111.39,1
10,231,76.755,0
10,288,41.108,1
10,299,65.427,1
10,312,29.381,1
10,16,292.66,3
10,29,305.91,2
11,1,114.68,2
11,32,142.36,1
11,36,88.207,0
11,37,122.15,0
11,47,206.01,1
11,117,36.133,0
11,134,41.16,1
11,135,167.48,1
11,141,223.1,1
11,149,81.847,0
11,171,162.34,0
11,179,49.946,1
11,263,152.52,0
11,298,128.65,0
11,328,106.75,1
11,329,140.74,0
11,2,292.53,3
11,14,342.51,3
11,28,350.34,3
12,100,92.377,1
12,101,99.46,1
12,130,50.947,1
12,153,57.92,0
12,198,51.253,0
12,258,33.471,1
12,308,91.108,0
12,319,72.202,1
12,4,339.27,2
12,19,319.04,2
12,24,332.1,3
12,31,283.44,2
13,96,64.349,0
13,136,75.909,0
13,163,71.291,0
13,174,73.616,1
13,196,76.84,1
13,222,92.745,1
13,236,106.49,1
13,304,146.83,0
13,6,332.54,3
13,8,278.06,3
13,22,306.52,2
14,1,306.82,2
14,38,95.454,1
14,50,104.59,1
14,209,113.17,1
14,267,7.5447,1
14,268,87.565,0
14,271,150.99,1
14,275,94.765,0
14,294,120.51,0
14,297,11.81,0
14,307,163.49,1
14,314,138.56,1
14,11,342.51,3
14,23,333.17,3
14,26,244.35,3
14,30,253.91,3
15,58,126.91,0
15,78,107.55,0
15,79,100.04,0
15,133,32.302,0
15,140,134.25,1
15,219,56.014,1
15,225,125.68,1
15,241,82.195,0
15,296,110.32,0
15,315,128.95,1
15,321,127.69,0
15,9,270.67,2
15,18,341.2,2
15,20,336.83,2
15,25,313.9,3
15,29,369.12,2
16,80,125.44,1
16,81,89.704,0
16,143,129.37,0
16,185,108.25,1
16,186,118.38,1
16,201,115.21,1
16,206,113.13,0
16,213,128.13,0
16,249,104.41,1
16,251,37.663,0
16,322,129.25,0
16,10,292.66,2
16,25,301.93,2
16,29,283.22,2
17,51,101.28,1
17,70,100.85,0
17,112,10.572,0
17,114,92.329,0
17,116,64.907,0
17,146,65.01,1
17,147,21.132,1
17,180,103.68,1
17,208,99.934,1
17,284,31.029,0
17,320,80.625,0
17,6,248.47,3
17,21,278.61,2
17,22,289.79,3
17,30,183.25,2
18,1,337.46,2
18,35,200.57,0
18,42,174.02,0
18,43,32.311,1
18,57,201.76,1
18,121,92.767,1
18,142,57.83,1
18,184,159.72,1
18,238,72.254,1
18,245,113.57,0
18,247,93.283,1
18,309,5.6859,0
18,15,341.2,2
18,28,229.5,2
18,29,345.01,3
19,102,53.997,0
19,202,22.121,1
19,204,72.043,1
19,232,107.24,0
19,246,88.109,0
19,285,80.796,1
19,12,319.04,2
19,20,285.11,2
19,31,281.73,3
20,77,157.85,1
20,103,111.26,1
20,104,81.879,1
20,145,108.73,0
20,228,100.52,0
20,262,114.41,0
20,306,66.101,0
20,331,105.94,0
20,9,333.96,2
20,15,336.83,3
20,19,285.11,3
21,69,139.56,1
21,92,105.05,0
21,93,119.19,0
21,168,70.835,0
21,279,87.276,0
21,291,135.81,0
21,300,127.23,0
21,6,281.85,2
21,7,254.31,3
21,17,278.61,2
22,53,132.78,0
22,71,75.185,1
22,157,79.908,0
22,181,108.4,0
22,200,14.341,0
22,215,116.53,0
22,233,124.39,0
22,260,177.4,0
22,277,104.31,0
22,318,101.32,0
22,8,338.05,2
22,13,306.52,3
22,17,289.79,2
22,23,357.82,3
22,30,275.32,2
23,1,355.71,3
23,33,128.27,0
23,40,77.029,1
23,148,71.281,1
23,161,80.946,0
23,190,119.55,0
23,214,76.812,0
23,224,56.183,0
23,266,37.556,0
23,325,71.856,0
23,4,329.67,2
23,14,333.17,2
23,22,357.82,3
23,28,204.93,3
23,30,250.03,2
24,73,149.06,1
24,98,137.62,0
24,99,63.054,0
24,252,162.84,1
24,257,100.56,1
24,259,24.676,0
24,280,75.792,0
24,292,124.46,0
24,4,301.5,2
24,8,284.87,3
24,12,332.1,3
25,106,49.873,1
25,113,49.873,1
25,9,181.36,3
25,15,313.9,2
25,16,301.93,2
26,48,182.41,0
26,49,83.824,1
26,66,112.42,0
26,67,158.87,1
26,144,67.35,0
26,160,139.62,0
26,189,166.09,0
26,220,59.453,1
26,223,110.01,1
26,256,35.074,0
26,261,103.35,1
26,264,105.88,0
26,3,371.72,2
26,7,358.48,2
26,14,244.35,3
26,27,298.84,3
27,89,77.219,0
27,90,112.41,0
27,124,113.2,0
