32,1050.4,1187.7
33,1250.4,1187.7
34,1150.4,1360.9
35,950.38,1360.9
36,850.38,1187.7
37,950.38,1014.4
38,1150.4,1014.4
39,1350.4,1014.4
40,1450.4,1187.7
41,1350.4,1360.9
42,1250.4,1534.1
43,1050.4,1534.1
44,850.38,1534.1
45,750.38,1360.9
46,650.38,1187.7
47,750.38,1014.4
48,850.38,841.24
49,1050.4,841.24
50,1250.4,841.24
51,1454.6,848.5
52,1546.2,1007.2
53,1650.4,1187.7
54,1546.2,1368.1
55,1454.6,1526.8
56,1350.4,1707.3
57,1142,1707.3
58,958.76,1707.3
59,750.38,1707.3
60,646.2,1526.8
61,554.57,1368.1
62,450.38,1187.7
63,554.57,1007.2
64,646.2,848.5
65,750.38,668.04
66,958.76,668.04
67,1142,668.04
68,1350.4,668.04
69,1557.6,680.47
70,1650.4,841.24
71,1743.2,1002
72,1850.4,1187.7
73,1743.2,1373.3
74,1650.4,1534.1
75,1557.6,1694.8
76,1450.4,1880.5
77,1236,1880.5
78,1050.4,1880.5
79,864.74,1880.5
80,650.38,1880.5
81,543.2,1694.8
82,450.38,1534.1
83,357.56,1373.3
84,250.38,1187.7
85,357.56,1002
86,450.38,841.24
87,543.2,680.47
88,650.38,494.83
89,864.74,494.83
90,1050.4,494.83
91,1236,494.83
92,1450.4,494.83
93,1659.7,510.95
94,1754.9,675.81
95,1845.9,833.47
96,1941.1,998.33
97,2050.4,1187.7
98,1941.1,1377
99,1845.9,1541.8
100,1754.9,1699.5
101,1659.7,1864.4
102,1550.4,2053.7
103,1331.8,2053.7
104,1141.4,2053.7
105,959.36,2053.7
106,769,2053.7
107,1458.3,883.07
108,2008.4,1284.3
109,903.93,2166.6
110,862,2081.6
111,1348.4,1461.4
112,1551.3,830.6
113,671.12,2034.5
114,1643.4,808.46
115,1407,942.77
116,1616.6,816.31
117,902.4,1100.5
118,2062.8,1271.4
119,358.86,1591.3
120,1185.1,1275.2
121,1019.3,1443.8
122,634.18,1605.7
123,518.77,928.83
124,835.17,519.57
125,702.17,1107.7
126,1397.8,1849.7
127,1771.1,733.81
128,1220.9,1406.4
129,2058.8,1311.8
130,1765.2,1806.6
131,1208.6,1467.7
132,1300.5,649.3
133,957.78,1866.1
134,951.25,1158.3
135,900.84,966.03
136,1944.5,1017.7
137,1548.4,1315.1
138,1816.7,668.62
139,1729.4,692.67
140,964.37,1967.9
141,733.32,1009.1
142,1120,1477.2
143,687.72,1704.5
144,1082.6,754.78
145,1216.4,2146.3
146,1508.6,868.62
147,1572.8,822.4
148,1321.5,1255.2
149,982.22,1080.3
150,709.49,907.58
151,1843.9,711.82
152,1091.3,416.35
153,1702.3,1729.3
154,770.85,1558.6
155,656.95,838.03
156,696.5,1193.5
157,1718.8,987.8
158,1945.3,1184
159,777.06,564.96
160,915.72,667.65
161,1391.4,1130.5
162,1977.5,1177.4
163,2016.9,891.28
164,521.67,473.1
165,755.61,633.98
166,746.28,914.02
167,1095.7,380.45
168,1611.7,519.13
169,677.42,619.82
170,848.12,1432.7
171,1004.2,1270.8
172,1680.7,690.28
173,738.72,764.63
174,2042.4,1010.4
175,583.29,582.53
176,129.15,1204.3
177,1300,1297
178,559.66,939.52
179,936.08,1179.5
180,1604.7,730.87
181,1732.3,961.65
182,715.38,1549.7
183,691.12,728.36
184,1000.6,1376.1
185,475.92,1805.4
186,643.44,1876.6
187,1884.9,1226.9
188,350.85,916.64
189,957.61,920.29
190,1473.4,1280.4
191,501.78,1548.3
192,800.17,774.92
193,1466.8,1634.5
194,1707.8,764.96
195,791.47,2168.2
196,2058.4,994.6
197,978.1,2052.1
198,1764.8,1761.3
199,1702.6,815.86
